Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Jidori Cuisine Ken,$$,Japanese,Bib Gourmand,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","Jidori roughly translates as ‘premium chicken’. In a friendly, welcoming atmosphere, the signature chicken skewer menu is available in 5, 8 or 10 courses. The chef masterfully uses a range of chicken parts to conjure up different flavours and textures and adds salt throughout the process which enhances the underlying smoky complexity. Save room for the homemade Japanese Ken custard – a decadent caramel dessert that manages to avoid the cloyingly sweet trap.","13.728455, 100.570145",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
The House by Ginger,$$,Thai,Bib Gourmand,"Air conditioning,American Express credit card,Car park,China UnionPay,Credit card / Debit card accepted,Diners Club credit card,JCB,Maestro,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Open for decades on the edge of the old city, this stylish and quirky spot serves a mixture of Northern Thai classics and those with a more modern twist. Premium ingredients like New Zealand beef are a feature, as are organic vegetables and daily picked herbs from their nearby Ginger Farm. The seasonally changing menu includes the Chiang Mai platter – an ideal way to sample an array of dishes. Pair your food with one of their many lovely cocktails and to extend your evening, continue on to the House Lounge next door.","18.7927655, 98.9932033",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Elvis Suki (Soi Yotse),$,Street Food,Bib Gourmand,Cash only,"The king reigns supreme. Elvis Suki rules over local competition having dished up the same delicious recipes for 30 years. Seafood, beef or pork sukiyaki come in a secret eggy sauce with a smoky aroma. The grilled scallops, squid and cockles with spicy sauce are also delectable.","13.7489129, 100.5144761",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Baan Phadthai,$$,Thai,Bib Gourmand,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card","This retro-styled restaurant elevates the Phad Thai conversation in Bangkok. The recommended Phad Thai Kung Mae Nam Yang features well-grilled whole river prawns, tasty rice noodles, and a flavoursome sauce, plus 18-20 ingredients that add texture and complexity. The signature dessert, Tub Tim Krob, pairs ruby water chestnuts with coconut juice granita, young coconut flesh, and candle-smoked coconut syrup.","13.720825, 100.51544",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Lay Lao (Ari),$$,Isan,Bib Gourmand,"Air conditioning,American Express credit card,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","Som Tam comes to the beach at this cosy Ari restaurant, where north-eastern style dishes are topped with the freshest seafood. Opened in 2014 by a family from Hua Hin, the place’s owners delight in offering guests the same food they serve family and friends. The result is fare that balances Isan flavours with seafood from Hua-Hin and Petchaburi, and beef from a notable farm. Fried squid with lay lao sauce is a standout, as is Luang Phra Bang green papaya salad.","13.78172, 100.54376",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Ten Suns,$,Street Food,Bib Gourmand,Cash only,"This popular old town stand sells legendary braised beef noodles soup, including the recommended braised mixed beef soup. The aromatic sweet and salty broth is packed with juicy slow-cooked cuts like cheek, tongue, tendon, shoulder, and shank. Also recommended is the Kobe beef.","13.7624962, 100.5041544",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Khao Soi Lung Prakit Kad Kom,$,Street Food,Bib Gourmand,Cash only,"Nicknamed ""Khao Soi Netflix"" after its appearance on the streaming platform, this place has been serving Northern Thai-style curry noodle soup for over 40 years. The star of the show is beef Khao Soi with creamy broth, tender beef, al dente noodles, and toppings both crunchy and delightfully sour.","18.7744424, 98.9897008",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Somyos,$,Street Food,Bib Gourmand,"Car park,Cash only,Terrace","For decades this place has been known in street-food packed Chok Chai 4 for its tangy Thai dishes with subtle Chinese influences. It also boasts warm service, friendly prices, and late hours, making it a night-owl haven. The ‘super chicken feet’ and shrimp with fish sauce are must-tries.","13.8209715, 100.5977885",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Guay Jub Chang Moi Tat Mai,$,Street Food,Bib Gourmand,Cash only,"This shophouse specialises in guay jub, a unique broth that radiates with joyful spices. Their peppery sausage is made with pork and eggs; there’s minimal fat on the enjoyable crispy pork; and the fresh Vietnamese sausage spring rolls are topped with omelette and a sweet peanut sauce.","18.7901443, 98.9987035",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Sanpakoi Kanomjeen,$,Street Food,Bib Gourmand,Cash only,"Both taste buds and wallets are satisfied at this Kanomjeen (fresh rice vermicelli) joint. Opened in 1977, it offers 5 curries to top its rice noodles: red with pork, spicy pork, original fish, bestselling red with beef and flavourful green with chicken. Prices start at 20 THB; side veggies are unlimited.","18.7859078, 99.0086633",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Plu,$$,Thai,Bib Gourmand,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Terrace,Valet parking,Visa credit card","The Water Library’s Plu offers outstanding food, a cosy ambience, and great service in an Art Deco-adorned colonial house. Among the beautifully presented authentic pan-Thailand dishes is the signature braised pork belly and soft-boiled eggs in five-spiced soup; the pork belly is tender and juicy, the deep-fried tofu absorbs the aromatic broth, and the soft-boiled eggs only enhance the flavour and texture. Start with one of the restaurant’s signature cocktails.","13.7219956, 100.536199",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Charoen Saeng Silom,$,Street Food,Bib Gourmand,Cash only,"Stewed in a rich, aromatic gravy with Chinese herbs, the soft, caramelised pork tantalises the tastebuds, and is a Bangkok favourite. The recipe, created by the owner’s grandfather in 1959, was adapted by her father. It’s served with a homemade spicy sauce and pickles and is great value.","13.7228038, 100.516869",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
The Local,$$,Thai,Bib Gourmand,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Terrace,Visa credit card","This colonial-style building provides an elegant contrast with the skyscrapers of Bangkok. Its private dining rooms ooze old world charm, while the main restaurant has thick wicker chairs and artful murals. The secret family recipes pay homage to the diversity offered by Thailand’s regions. We recommend the deep-fried seabass: deboned and served in large slices with an intense sweet and sour sauce. The assortment of desserts with homemade ice-cream makes for a refreshing finish.","13.74064, 100.5635",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Beer Hima (Prachachuen),$$,Southern Thai,Bib Gourmand,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","Despite its quirky name and simple interior, Beer Hima offers so much more. The family’s seafood recipes from Nakhon Si Thammarat province are loaded with flavour. The southern Thai sour curry with grouper is packed with turmeric and chilli and delivers the perfect harmony of sour and spicy, while the rich, aromatic shrimp paste in the stir-fried prawns with bitter beans awakens the senses. There’s ample parking and a private room large enough for 30 guests.","13.82568, 100.56461",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Khao Soi Mae Manee,$,Street Food,Bib Gourmand,Cash only,"Khao Soi is one of the best-known dishes of northern Thai cuisine, and the version they serve at this long-standing, family-run shop is a real winner. Like the other options on the menu, the Khao Soi features quality ingredients and house-made noodles. There are multiple toppings available – with the beef version proving particularly flavoursome – and it’s accompanied by generous sides.","18.8362155, 98.9776104",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Choy (Phuttha Monthon Sai 2),$,Street Food,Bib Gourmand,"Car park,Cash only",A little out of the way but this is one of the best kept secrets for roast duck with egg noodles. Try the signature duck noodles with shrimp wonton in Tom Yam soup. Choy is named after the owner; the duck recipe came from his father.,"13.717711, 100.39562",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Magnolia Café,$$,Thai,Bib Gourmand,"Air conditioning,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","With just four large communal tables, Magnolia is a simple, cosy spot enlivened by bold colours, vintage décor, and chandeliers. Their à la carte menu offers tasty, well presented fare from across Thailand. Dishes are distinguished by vivid, gutsy flavours; fried sun-dried squid with peanut sauce and fresh watermelon with desiccated salmon are exemplars. In lieu of a dessert menu, they serve lovely complimentary pandan pudding. Do visit their wine shop next door.","18.8005618, 98.9971014",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Sri Trat,$$,Thai,Bib Gourmand,"Air conditioning,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access","If you’ve been to the coastal province of Trat on the border of Cambodia, you’ll doubtless recall its fiery seafood and curries. At Sri Trat, the owners bring the province’s famed cuisine to Bangkok via their mother’s favourite recipes. They also honour her, not only with a funky mural, but also by expertly crafting eastern dishes like savoury stir-fried tiger prawn with garlic, chilli, and fish sauce and spicy sea bass soup with salacca and shrimp paste.","13.73685, 100.5680738",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Baan Landai,$$,Thai,Bib Gourmand,"Air conditioning,Credit card / Debit card accepted,JCB,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Don’t let the slightly unkempt exterior keep you from visiting Chef Landai’s eponymous restaurant, where he practises the craft he learned from his mother. The interior exudes charm with its eclectic adornments and window to the kitchen where chefs whip up pan-Thai dishes like flavourful pork ribs with red wine sauce (plus several veggie offerings). Pair with flower tea, mocktails, or cocktails, and finish with mung bean marzipan and egg yolk in coconut milk.","18.7941249, 98.987436",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
S.B.L.,$$,Chinese,Bib Gourmand,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Open since 1954, this Chinese restaurant is currently run by a second-generation family member who is keen to make every aspect of the dining experience pleasurable. The menu features mostly traditional Chinese fare with a few creations that show novel twists. The X.O. scallops are a must-try, as is the expertly-steamed snow fish with soya sauce. Quality ingredients handled with skill and experience is the formula that guarantees a good meal here.","13.745954, 100.50238",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Saiyud and Doctor Sai Kitchen,$$,Thai,Bib Gourmand,"Air conditioning,Car park,Credit card / Debit card accepted,JCB,Mastercard credit card,Visa credit card","Since 2004, Doctor Sai has been serving pan-Thai dishes, including royal fare, following recipes from her mother, Saiyud, a former cooking instructor, in a setting reminiscent of dining at home. Start with an elegant appetiser like fried prawns and peanuts in an egg net, flower dumplings, or deep-fried pork wrapped in egg noodles. By dessert – try the sweet potato in syrup – you’ll guess this home, with its warm service, belongs to a royal from a bygone era.","18.8220965, 98.9872938",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Meena Rice Based Cuisine,$$,Thai,Bib Gourmand,"Air conditioning,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Don’t be alarmed when you pass through a rice field driving here, as this hidden gem is worth it. As its name suggests, this alfresco restaurant specialises in rice, alongside new spins on Thai classics. Most are garnished with fruits and edible flowers, giving them bursts of colour. Along with the five-colour rice balls, northern-style spicy minced fish salad is a delight. Vegans will enjoy their many options, including the spicy stir-fried eryngii mushrooms.","18.7909254, 99.0422503",Chiang Mai,Thailand,Asia,21.5,23.9,27.1,29.3,28.2,27.6,27.2,26.8,26.7,26.1,24.0,21.4,25.8
Baannai,$$,Thai,Bib Gourmand,"Air conditioning,Car park,China UnionPay,Credit card / Debit card accepted,JCB,Mastercard credit card,Terrace,Valet parking,Visa credit card","Baan Nai, or ‘inner house’ in Thai, is so called because the owner’s great grandfather built it on the innermost part of his land. The house, and recipes cooked by its occupants, have passed down through the family to the present day where, as a boutique hotel and homely restaurant, it serves delicious time-tested dishes like Taengmo Pla Haeng (watermelon with dried fish flakes) and Khanom Pra Paii (sweet mung bean dumplings). Booking is required.","13.7797284, 100.5304943",Bangkok,Thailand,Asia,27.0,28.3,29.5,30.5,29.9,29.5,29.0,28.8,28.3,28.1,27.8,26.5,28.6
Alma,$$$$,Creative,2 Stars MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card","If you’re keen to experience contemporary cuisine, Alma offers a treat for all the senses.Behind its stone façade, this restaurant is teeming with personality. It occupies a 18C building that served as a warehouse for the famous Bertrand bookshop which first opened in 1732 and is recognised as being the world’s oldest. In its contemporary interior full of marked decorative contrasts, choose between a seasonal à la carte and two tasting menus (“Alma”, featuring the chef’s signature dishes, and the maritime-inspired “Costa a Costa”). Their dishes offer a culinary journey with traditional, Mediterranean and international touches and a technical skill that brings out the best flavours and showcases local ingredients. A restaurant that is best enjoyed in unhurried fashion!","38.7101662, -9.1411358",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Belcanto,$$$$,"Creative, Portuguese",2 Stars MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Visa credit card,Wheelchair access","Belcanto boasts a superb location in the Bairro Alto (Chiado) district popular with tourists, on a corner close to a former convent damaged by the large earthquake that devastated the city in 1755.In his culinary empire’s showcase restaurant, chef José Avillez offers a modern à la carte and two extensive set menus (Evolução and Belcanto) offering a journey of gastronomic discovery in a dining room divided into different spaces, alongside a chef’s table in the kitchen. José Avillez’s dishes are influenced by Lisbon’s different light, its maritime shoreline and its distinct districts: in the words of this celebrated chef, “cooking is our very own fado, and our own form of expression”. Interestingly, the napkin provided for dessert is in the shape of a sleeve, recalling the way the chef once wiped his mouth on his sleeve as a child!","38.7104102, -9.1415741",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Encanto,$$$,Vegetarian,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","On the Portuguese culinary scene, chef José Avillez is one of those figures who is constantly raising his already legendary profile through his work in the kitchen and his desire to diversify the cuisine on offer in his restaurants. This small yet welcoming eatery, located next to his award-winning Belcanto, will surprise guests with its contemporary aesthetic (note the designer bookcases on each wall connected to each other via the ceiling) and a culinary approach which features a touch of creativity. In no way does its complete focus on vegetables prevent it from conjuring up dishes that abound in nuance, flavour and technique. The single 100% vegetarian tasting menu is well supported by a wine list of biodynamic labels, craft beers, kombuchas etc.","38.7099067, -9.1414836",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Kanazawa,$$$,Japanese,1 Star MICHELIN,"Air conditioning,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","Named after the chef who opened this restaurant and also the capital of the Ishikawa region, Kanazawa offers a glimpse into a different culinary world.Its traditional Kaiseki cuisine, which became recognised as one of the most refined in Japan after it had been served by the imperial court and featured in traditional tea ceremonies, will delight guests in this tiny, minimalist-style eatery with just a single counter for eight diners, where chef Paulo Morais creates his superb cuisine, explaining each dish in detail. He offers several menus which adhere to the Kaiseki philosophy, albeit with a more liberal approach, but always respecting its true essence, with his dishes taking on a more elaborate and gastronomic feel in the evening. The quality of his fish and nigiris is truly spectacular!","38.6979595, -9.2256498",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Loco,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Located just a few steps from the Basílica da Estrela, Loco is full of surprises as soon as you step through the door, thanks to the tree hanging from the ceiling of the entrance hall – a sensation that continues in the dining room with its abundance of designer features, barely half a dozen bare tables and an open kitchen that enables guests to feel part of the cooking experience, enhanced by the chefs themselves serving some of the dishes. Head chef Alexandre Silva’s culinary skills, incorporated into a single 16-course tasting menu, highlight the provenance of his seasonal ingredients (organic and sourced from local producers where possible); he also prioritises the use of organic wines and gives plenty of prominence to the accompanying breads.Interestingly, Silva has a high media profile, having won the first edition of Portugal’s Top Chef competition in 2012.","38.7123702, -9.1605213",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Fifty Seconds,$$$$,"Creative, Mediterranean Cuisine",1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Great view,Interesting wine list,Mastercard credit card,Visa credit card","If you’ve never eaten lunch or dinner 120m above ground, you might want to enjoy the experience in this superb restaurant in the famous Vasco da Gama tower that dominates Lisbon’s skyline, with its impressive views of the city, the Tagus, and even the magical Troia peninsula.Here, discover innovative and modern Mediterranean cuisine with its own identity, under the baton of award-winning Spanish chef Martín Berasategui. Take your pick between à la carte dishes and two menus based around the region’s finest ingredients, all of which are prepared with the greatest delicacy and contemporary techniques. The unusual, highly elegant circular dining space is completely glass-fronted and accessible via a panoramic lift that takes exactly 50 seconds, hence the name of the restaurant.","38.7747556, -9.0911606",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Euskalduna Studio,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","This restaurant in the lower section of the city is very popular with gourmet food-lovers, hence the difficulty in booking a table! After ringing the bell to gain access, you’ll enter an intimate space with its own distinct character in the style of a typical Japanese bar known as an “izakaya”, with a counter in front of the kitchen where every dish is prepared. The tasting menu is one that will definitely leave a lasting impression, showcasing chef Vasco Coelho Santos’s passion for different world cuisines. His consistent approach to cooking sees him toying with flavours to their very limit, enabling him to cook on the grill, age fish, and add a touch of smokiness, alongside interesting seasonings such as herbs with a hint of spiciness. He often incorporates a surprise dish on his menu.","41.147396, -8.600956",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
Pedro Lemos,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","An interesting choice both in terms of its cuisine and its location in Foz do Douro, where the waters of the Douro meet those of the Atlantic.The attractive building, part of the city’s architectural heritage, is split between two levels, with one on the charming ground floor (home to the wine cellar), and the other, the main dining room (with a more cosmopolitan feel), upstairs. Pedro Lemos concentrates his cuisine on three tasting menus (one of which is vegetarian), all of which feature elaborate dishes that highlight the freshness of ingredients from the local area and, more generally, from other regions around the country. We highly recommend hailing a taxi to get here as the restaurant is situated in an historic district of the city with narrow streets where parking is difficult.","41.1501698, -8.6721346",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
Kabuki Lisboa,$$$,"Japanese, Fusion",1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Notable sake list,Visa credit card","Located in the renowned Galerias Ritz at the Four Seasons Hotel Ritz Lisbon, Kabuki Lisboa was the first of the group’s ventures outside Spain. This is a far from ordinary restaurant given the strong relationship that the Portuguese have always had with the sea and the historical fact that they were the first Europeans to establish contact with Japan. Its elegant dining rooms, laid out over three floors with a contemporary design, offer several dining options: a bar for cocktails, digestifs and a business-style menu; a main room (on the floor below) featuring a sushi bar serving sashimi, usuzukuri, nigiris, makis etc; and a bright space on the top floor where guests can order a menu (lunch only) dedicated to a different ingredient each day. Japanese-Mediterranean cuisine based around the very best Portuguese ingredients.","38.7257132, -9.1542014",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Feitoria,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access","For many, Feitoria is a compulsory stop for visitors to the Portuguese capital, combining an intrinsic elegance with polished service and cuisine that is constantly evolving.It boasts an attractive reception space plus a dining room with a classic yet modern feel. The creative contemporary cuisine has its roots in tradition and pays full attention to flavours and perfect cooking techniques, hence a dining experience that showcases complicated presentation and skill. The ingredients used here are of a remarkable standard, hence the willingness to showcase these and explain their provenance in detail. The Semente tasting menu has a particular focus on vegetable proteins and is available in two formats (6 or 8 courses). A vegetarian version is also available.","38.6936647, -9.2129467",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Antiqvvm,$$$$,Creative,1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","There are places in the world that, because of their location, exert a special power of attraction and this is definitely the case with Antiqvvm, situated in a leafy park in the centre of Porto, next to the Museu Romântico – a sensation enhanced by its pristine garden boasting idyllic views of the banks of the Douro!In its elegant dining rooms, tastefully embellished with classic and contemporary decorative detail, chef Vítor Matos has a penchant for seasonal cuisine that places huge emphasis on his source ingredients, combining these in a way that aims to enhance the main component of each dish. In his own words, the chef “is always striving to promote the values of cuisine that is cultural, natural, evolving, social and artistic”.","41.14776, -8.62831",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
CURA,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,Car park,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","This elegant and contemporary restaurant, with a separate entrance from the hotel and an open-view kitchen, is the gourmet dining space in the renovated Hotel Four Seasons Hotel Ritz Lisboa and is the perfect setting for an experience that will linger long in the memory.Taking its name from the word “curadoria” (or “curatorship” as in an artistic sense), it provides the backdrop for chef Pedro Pena who, along with his staff, adds a bright personal touch to his contemporary haute cuisine, yet with an apparent simplicity that involves using few, and mainly local and seasonal, ingredients. Guests can choose between three highly interesting tasting menus: Meia Cura, Origens, and the vegetarian Raízes.","38.7257479, -9.155379",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Le Monument,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Visa credit card","If a high-flying culinary adventure sounds appealing, Le Monument offers the perfect opportunity – to the luxurious backdrop of Le Monumental Palace hotel.French chef Julien Montbabut, a recipient of a Michelin star in Paris, adopts a different take here, taking guests on a gastronomic journey through the different regions of Portugal. He rekindles classic recipes from each area, albeit with a more innovative approach that is based around modern cuisine, but which pays homage to native ingredients and respect for flavour. The dining experience is limited to a single tasting menu (choose between a short or long version), and is accompanied by a booklet that provides an explanation of each dish and a map that offers a visual introduction to the region that inspired it.","41.1484635, -8.6114469",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
Vila Foz,$$$$,Contemporary,1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","A restaurant full of surprises, occupying what was once the luxurious main hall of the Vila Foz hotel &spa, a 19C mansion overlooking the Praia do Homem do Leme.Here, to a backdrop of elegant mouldings, period gilded work and mirrors that take their inspiration from the finest palaces, discover the gourmet cuisine of chef Arnaldo Azevedo, who showcases contemporary cuisine that extols the full flavour of wonderful Portuguese fish and seafood on his menus (Novo Mundo and Maresia). An unusual feature here is a counter (formerly the bar) facing the kitchen which offers a much more personal, close-up and intense option called the Kitchen Seat, reserved exclusively for just two guests and an experience that is heightened by interaction with the chef!","41.1617684, -8.6850196",Porto,Portugal,Europe,10.2,10.9,13.5,14.6,17.0,19.5,21.3,21.4,19.3,16.6,13.4,11.0,15.7
EPUR,$$$$,Creative,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","A culinary enclave well worth considering in the historic Chiado district on one of Lisbon’s famous hills. Here, behind the robust façade of an old building, you’ll find an informal, pleasantly modernised interior that includes an open-view kitchen and dining rooms lit in a contemporary, minimalist fashion, geometrically shaped ceilings and azulejo panels which are a silent testament to the past but which add appropriate character and personality. Not forgetting the impressive views of the Tagus!The creative cooking here boasts a traditional and international outlook, and is extremely visual, yet at the same time elegant, pure and with a strong focus on vegetables. French chef Vincent Farges focuses on the essentials to elevate the dining experience, offering a single surprise tasting menu, the price of which varies according to the number of courses (4, 6 or 8).","38.7087383, -9.1398799",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
Eneko Lisboa,$$$$,Basque,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","A splendid restaurant, both in terms of the elegant cuisine of Spanish chef Eneko Atxa and the setting, occupying a former industrial building that was home for many years to the legendary Alcântara Café.The originality of its spacious dining rooms, replete with impressive iron beams and rivets, has enabled the creation of two distinct spaces: the informal “Basque”, serving simple cuisine with its roots in that region; and the emblematic Eneko Lisboa, which aims to bring the superb flavours honed by the chef in Larrabetzu, to the Portuguese capital. Choose between two tasting menus (Erroak and Adarrak) that are entirely based on dishes from the award-winning three-Michelin-star Azurmendi restaurant and that reproduce their aromas and textures to a very high level.","38.70368, -9.17645",Lisbon,Portugal,Europe,11.6,12.7,14.9,15.9,18.0,21.2,23.1,23.5,22.1,18.8,15.0,12.4,17.5
